MRINALDYE,19970101,4,4.15,3.9,4.15,4800
MSSHOES,19970101,16.65,17.15,16.65,17.15,5400
MUKATPIPE,19970101,14.25,15,14.25,14.65,600
MULTIARC,19970101,58,62,58,62,900
NAMTECHELE,19970101,9.5,9.5,8.5,9.5,4500
NAVBHARENT,19970101,3.6,3.6,3.6,3.6,1000
NAVNETPUBL,19970101,132,132,129,129.5,400
NEOSACK,19970101,10,10.35,10,10.35,800
NETWORK,19970101,13.55,13.7,13.25,13.7,3100
NIHONIRMAN,19970101,2.5,2.5,2.5,2.5,100
NILKAMPLST,19970101,24,24.45,24,24.45,600
NIRAJPETRO,19970101,2.55,2.65,2.55,2.55,1100
ORIENTCONT,19970101,74.5,77,74,75.85,600
ORTONSYNTH,19970101,1.7,1.7,1.6,1.7,1200
OTIS,19970101,284,285.9,284,285.9,150
OVERSANMAR,19970101,11,11.3,10.7,11.3,3400
PANASIGLOB,19970101,5.85,5.85,5.5,5.65,2100
PARASIND,19970101,6.95,6.95,6.5,6.95,2000
PARRYSCON,19970101,153,155,152,152,500
PASUPATSPG,19970101,27.75,27.75,27.75,27.75,1200
PDUMJEAGRO,19970101,42.85,42.95,42.85,42.95,200
PDUMJEPULP,19970101,55.5,57,55,56.6,2400
PHOENIXELE,19970101,14.65,16.2,14.65,15.5,2400
PICCADSUG,19970101,3.2,3.5,3.2,3.5,400
PIRAMHELTH,19970101,120,125,120,125,250
PITTIEFIN,19970101,10.85,11,10.85,11,500
PODARPIGMT,19970101,5,5.2,5,5.2,4200
PPIL,19970101,13.2,13.2,13.15,13.2,700
PUNSUMI,19970101,2.15,2.15,2,2.1,3300
RAINBOWPPR,19970101,18.75,19,18.75,19,600
RAJASBREW,19970101,6.3,6.3,6.3,6.3,800
RAJASPOLY,19970101,3.15,3.4,3.15,3.25,27500
RAMAPHOSP,19970101,8.55,8.55,8.55,8.55,100
RAMAVISION,19970101,4,4,4,4,100
RANKAQUA,19970101,3.4,3.5,3.15,3.5,51700
RATHIALLOY,19970101,2.85,2.9,2.6,2.6,19900
RATNABLDG,19970101,38.5,39.4,38.5,39.4,200
REALVALAPL,19970101,4.7,4.7,4.7,4.7,6900
RICHSILK,19970101,1.8,2,1.75,2,3800
RINKIPETRO,19970101,2,2,1.9,2,37000
ROLATAN,19970101,45,49.5,45,48.25,1300
ROMIND,19970101,7,7,6.35,6.35,5600
ROYALCUSHN,19970101,44,44,44,44,4400
RRMEDIPHAR,19970101,66,67,66,67,800
SAURASHCEM,19970101,40,42.5,40,42.5,1550
SB&TINTL,19970101,109.95,110,109.95,110,200
SBIMAGEX91,19970101,8.75,9,8.75,8.75,2800
SBIMAGNM90,19970101,8.8,9.25,8.8,9.2,14300
SCICI,19970101,26,27.2,25.2,25.55,76000
SERENDYSTF,19970101,4.25,4.25,4.25,4.25,200
SESAGOA,19970101,237.25,250,237,250,900
SHAMKNFAB,19970101,17,17,16.15,16.15,500
SHIVAJWORK,19970101,15,15.2,15,15.2,600
SHRERAJSYN,19970101,20.5,20.5,20.5,20.5,400
SIDDHATUBE,19970101,19.9,20,19.9,19.9,300
SIMBHALSUG,19970101,13.3,14.5,13.3,14.5,1500
SIMPLEXCON,19970101,89.45,95.8,89.45,95.8,500
SIRPAPER,19970101,30,30.5,29,30.5,700
SKSIND,19970101,7.5,7.5,7.5,7.5,200
SMZSCHEM,19970101,25.5,27.5,25.5,27.5,600
SOMANICEM,19970101,8.7,8.7,8,8.45,6200
SOMANISWIS,19970101,4.4,4.45,4.4,4.45,600
SOMDUTTFIN,19970101,9.25,9.5,9.25,9.5,5400
SOMKMARINE,19970101,1.6,1.6,1.6,1.6,300
SONALCOSM,19970101,5,5.15,4.9,5.15,9700
SPARTEK,19970101,20.25,20.25,20.25,20.25,200
SQUAREDBIO,19970101,29,29,29,29,300
SREINTFIN,19970101,21,23.9,21,23.9,300
SRFFINANCE,19970101,50,51.95,50,51,3100
SRISHTIVID,19970101,8.5,8.5,8.5,8.5,500
SSLFINANCE,19970101,9,9,9,9,100
STILBENCHM,19970101,3.75,3.75,3.75,3.75,200
STINDIA,19970101,40,40,40,40,100
SUBHASPROJ,19970101,82,82.25,81.3,81.3,1100
SUVARNAQUA,19970101,2,2,2,2,100
TATIASKYLN,19970101,3.2,3.2,2.9,3,5900
TECILCHEM,19970101,12.25,12.25,12,12,700
THAPARAGRO,19970101,2.85,2.9,2.85,2.9,700
TITANOCOMP,19970101,76.75,80.95,76.75,80,1700
TRANSCHEM,19970101,10.5,10.7,10.5,10.7,4200
UBPETRO,19970101,3.7,3.75,3.4,3.75,700
UNIFLEX,19970101,28,28,28,28,100
UPCOMCABLE,19970101,17.35,17.35,17.35,17.35,200
USHAISPAT,19970101,58.1,61,58,60.75,24600
USHAMARTIN,19970101,33,33.5,32.6,33.5,2400
VENLONPOLY,19970101,27.5,27.5,27,27.5,800
VIBRANTINV,19970101,5.35,5.5,5.35,5.5,1200
VICTGLASS,19970101,34.45,34.45,34.45,34.45,200
VIDIANIENG,19970101,5,5.1,4.6,5.1,17900
VIKASHYB,19970101,13.2,13.25,12.5,13.25,1000
VINYOGCLOT,19970101,3.2,3.5,3.2,3.2,2600
VIRALSYNTX,19970101,15.55,15.55,15.5,15.55,2700
VULCANENG,19970101,26.25,26.3,26.25,26.3,200
WELDFLUX,19970101,5.8,5.8,5.8,5.8,1100
WELSPUNPOL,19970101,49,49,49,49,200
WESTNPAQUE,19970101,14.2,14.3,14.05,14.3,133000
WIDIA,19970101,2675,2725,2675,2725,55
WILLARDLTD,19970101,4.1,4.1,4.1,4.1,5000
WSIND,19970101,24,24,24,24,500
YOGOPHARM,19970101,13.5,13.95,13.5,13.95,1700
YUKENINDIA,19970101,37.25,38.8,37,38.75,4000
ZENGLOBAL,19970101,10.4,10.5,10.4,10.5,400
ZFSTEERING,19970101,78.45,78.5,78.45,78.5,200
ZUARIAGRO,19970101,278,280,270,280,4600
20THCENFIN,19970108,40,40.75,38.8,39.5,2000
ABANLLOYD,19970108,70.2,72.5,68,68.45,3500
ABGHEAVY,19970108,28,28,27.3,27.5,3400
ABSIND,19970108,80.1,83,80.1,81.5,6250
ACELAB,19970108,15,15,14.5,14.6,6100
ADVANIORLI,19970108,55,55,53.15,53.3,2000
AEC,19970108,17.3,18,17,17.1,2300
AGRIHATCH,19970108,4.75,4.8,4.2,4.5,4000
AHMEDELEC,19970108,67.5,67.5,65.25,66.85,1900
AHMEDFORGE,19970108,52,52,51.25,51.25,1200
AIMCOPEST,19970108,17.5,17.5,16.5,16.95,1800
AKARLAMIN,19970108,10.5,12.1,9.85,10.45,21100
ALFALAVAL,19970108,137,142.25,136,141,750
ALFREDHERB,19970108,97,97.75,95,95,200
ALIANCREDT,19970108,13,13,13,13,400
ALMBICHEM,19970108,900,925,900,925,20
ALOKTEXT,19970108,32.5,32.5,32.5,32.5,1000
ALPHADRUG,19970108,12.8,14.25,12.25,13,30100
ALPICFIN,19970108,69.5,71.9,67.7,68.75,8100
ALPINEIND,19970108,23.5,23.5,22.3,22.55,4200
ALTOS,19970108,37.95,38.25,37.5,37.65,8900
AMARDYCHEM,19970108,29.5,29.5,29.5,29.5,10
